% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.739354752e+01 +1.468735475e+02 +1.468735475e+02 -4.4003e+00 +5.6065e+00
4 0 +3.114448420e+01 +1.106244842e+02 +1.106244842e+02 -2.5679e+00 +3.6586e+00
7 0 +1.184564727e+00 +8.066456473e+01 +8.066456473e+01 -1.7354e-01 -1.5540e-01
21 0 +1.769638280e-01 +7.965696383e+01 +7.965696383e+01 +6.7020e-01 -1.2092e+00
25 0 +7.651692207e-02 +7.955651692e+01 +7.955651692e+01 +5.7100e-02 -9.6130e-01
39 0 +5.746058857e-03 +7.948574606e+01 +7.948574606e+01 +3.1028e-01 -1.1074e+00
47 0 +4.539967535e-03 +7.948453997e+01 +7.948453997e+01 +2.4264e-01 -1.2234e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.944800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.438666088e+01 +4.888666609e+02 +4.888666609e+02 +1.3866e+00 +5.2616e+00
4 0 +2.452947619e+01 +4.190094762e+02 +4.190094762e+02 +9.7622e-01 -3.7665e+00
10 0 +9.091559054e+00 +4.035715591e+02 +4.035715591e+02 -1.2793e+00 -1.3964e+00
13 0 +8.121885587e+00 +4.026018856e+02 +4.026018856e+02 -3.7702e+00 -4.3394e-02
21 0 +1.465518913e+00 +3.959455189e+02 +3.959455189e+02 -2.7159e+00 -3.1498e+00
24 0 +3.755074276e-01 +3.948555074e+02 +3.948555074e+02 -3.5494e+00 -2.3867e+00
28 0 +9.581113868e-03 +3.944895811e+02 +3.944895811e+02 -3.8136e+00 -2.8414e+00
41 0 +1.167792583e-03 +3.944811678e+02 +3.944811678e+02 -3.9060e+00 -2.8571e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.471100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.439456972e+02 -1.031643028e+02 -1.031643028e+02 +5.3063e+00 +8.0166e+00
2 0 +9.056357267e+01 -1.565464273e+02 -1.565464273e+02 +7.2751e-01 +8.5746e+00
5 0 +3.424167521e+01 -2.128683248e+02 -2.128683248e+02 -1.7120e+00 +5.6702e+00
9 0 +1.329175829e+01 -2.338182417e+02 -2.338182417e+02 -2.0553e-01 -4.1572e-01
12 0 +6.928416130e+00 -2.401815839e+02 -2.401815839e+02 -4.1773e+00 +2.8080e+00
18 0 +4.653616506e+00 -2.424563835e+02 -2.424563835e+02 -2.8454e+00 +2.1385e+00
21 0 +1.362657839e+00 -2.457473422e+02 -2.457473422e+02 -2.6756e+00 +5.2268e-01
23 0 +8.976241556e-01 -2.462123758e+02 -2.462123758e+02 -3.5285e+00 +1.1114e+00
24 0 +3.769464816e-01 -2.467330535e+02 -2.467330535e+02 -3.5812e+00 -3.7107e-01
26 0 +1.498053667e-01 -2.469601946e+02 -2.469601946e+02 -3.8547e+00 +5.8613e-01
32 0 +8.038802331e-02 -2.470296120e+02 -2.470296120e+02 -3.5156e+00 +1.8348e-01
35 0 +7.218852701e-02 -2.470378115e+02 -2.470378115e+02 -3.9706e+00 -3.0622e-03
36 0 +8.411500958e-03 -2.471015885e+02 -2.471015885e+02 -3.8901e+00 +2.0173e-01
44 0 +5.494933074e-03 -2.471045051e+02 -2.471045051e+02 -3.7325e+00 +2.3705e-01
49 0 +2.822151635e-03 -2.471071778e+02 -2.471071778e+02 -3.7835e+00 +1.5220e-01
98 0 +2.324325016e-03 -2.471076757e+02 -2.471076757e+02 -3.7527e+00 +1.8799e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.520400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.874957442e+01 -1.132904256e+02 -1.132904256e+02 +4.8499e+00 -2.1207e+00
2 0 +3.806455126e+01 -1.139754487e+02 -1.139754487e+02 +1.0183e+00 +7.4582e+00
3 0 +2.616504958e+01 -1.258749504e+02 -1.258749504e+02 +4.7220e+00 +2.9598e-01
5 0 +1.933453034e+01 -1.327054697e+02 -1.327054697e+02 -1.9802e-01 -2.9726e+00
9 0 +1.778578918e+01 -1.342542108e+02 -1.342542108e+02 +3.8818e+00 +2.1803e+00
11 0 +3.050548804e+00 -1.489894512e+02 -1.489894512e+02 +9.4680e-01 +2.6797e+00
21 0 +1.567712669e+00 -1.504722873e+02 -1.504722873e+02 -4.4812e-01 +2.6629e+00
22 0 +2.658227421e-01 -1.517741773e+02 -1.517741773e+02 -5.1438e-01 +9.7153e-01
24 0 +2.602706693e-01 -1.517797293e+02 -1.517797293e+02 -2.2904e-01 +9.1526e-01
26 0 +4.488433599e-02 -1.519951157e+02 -1.519951157e+02 -3.3322e-01 +1.6253e+00
34 0 +1.281133869e-02 -1.520271887e+02 -1.520271887e+02 -1.7474e-01 +1.3587e+00
48 0 +6.240840424e-03 -1.520337592e+02 -1.520337592e+02 -2.6762e-01 +1.3450e+00
49 0 +4.689314119e-03 -1.520353107e+02 -1.520353107e+02 -2.0569e-01 +1.3939e+00
52 0 +2.798480725e-03 -1.520372015e+02 -1.520372015e+02 -2.2462e-01 +1.4554e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.525000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.373860546e-01 -2.451261395e+01 -2.451261395e+01 +4.1904e+00 +1.2720e+00
21 0 +3.640401359e-01 -2.488595986e+01 -2.488595986e+01 +3.7698e+00 +5.2198e-02
22 0 +1.527625220e-01 -2.509723748e+01 -2.509723748e+01 +3.3073e+00 +3.9339e-01
25 0 +2.622110682e-02 -2.522377889e+01 -2.522377889e+01 +3.7723e+00 +6.7129e-01
26 0 +1.974039698e-02 -2.523025960e+01 -2.523025960e+01 +3.4924e+00 +5.6555e-01
36 0 +1.298427358e-02 -2.523701573e+01 -2.523701573e+01 +3.5006e+00 +6.4061e-01
44 0 +2.902771292e-03 -2.524709723e+01 -2.524709723e+01 +3.6620e+00 +6.6041e-01
52 0 +2.069419942e-03 -2.524793058e+01 -2.524793058e+01 +3.6378e+00 +5.9619e-01
53 0 +2.020227657e-04 -2.524979798e+01 -2.524979798e+01 +3.6266e+00 +6.2783e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.365000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.564412961e+01 +1.994129607e+00 +1.994129607e+00 -1.8987e+00 -2.3014e+00
6 0 +2.115625785e+01 -2.493742155e+00 -2.493742155e+00 +5.2385e+00 +3.7205e+00
8 0 +1.263717903e+01 -1.101282097e+01 -1.101282097e+01 +4.6061e+00 +1.7078e+00
17 0 +8.435152881e+00 -1.521484712e+01 -1.521484712e+01 +3.9548e+00 +1.9292e+00
19 0 +6.498868789e+00 -1.715113121e+01 -1.715113121e+01 +2.7447e+00 -9.3305e-02
21 0 +1.260795976e-01 -2.352392040e+01 -2.352392040e+01 +8.0670e-01 +1.5576e+00
23 0 +1.087064093e-01 -2.354129359e+01 -2.354129359e+01 +1.2758e+00 +2.0564e+00
24 0 +4.301591661e-02 -2.360698408e+01 -2.360698408e+01 +1.1856e+00 +1.9729e+00
26 0 +1.672983280e-02 -2.363327017e+01 -2.363327017e+01 +1.0681e+00 +1.6852e+00
43 0 +2.958394450e-03 -2.364704161e+01 -2.364704161e+01 +1.0904e+00 +1.7743e+00
44 0 +2.340736334e-03 -2.364765926e+01 -2.364765926e+01 +1.0875e+00 +1.8473e+00
49 0 +6.553585023e-04 -2.364934464e+01 -2.364934464e+01 +1.0361e+00 +1.7942e+00
100 0 +4.363537381e-04 -2.364956365e+01 -2.364956365e+01 +1.0597e+00 +1.8333e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.836013338e+01 +1.098360133e+03 +1.098360133e+03 +3.9809e+00 +9.9188e+00
2 0 +9.045507773e+01 +1.090455078e+03 +1.090455078e+03 +8.3529e+00 +8.1207e+00
3 0 +1.945444162e+01 +1.019454442e+03 +1.019454442e+03 +1.4480e+00 +3.9901e+00
4 0 +1.676920765e+01 +1.016769208e+03 +1.016769208e+03 +7.3692e+00 -8.5880e-01
11 0 +3.886361866e+00 +1.003886362e+03 +1.003886362e+03 +4.5224e+00 +1.6192e+00
21 0 +2.939510928e-01 +1.000293951e+03 +1.000293951e+03 +2.8530e+00 +1.8459e-01
24 0 +6.186923271e-02 +1.000061869e+03 +1.000061869e+03 +3.5813e+00 +1.5062e-01
35 0 +5.613837783e-02 +1.000056138e+03 +1.000056138e+03 +3.3783e+00 +2.5678e-01
36 0 +3.851891122e-02 +1.000038519e+03 +1.000038519e+03 +3.5658e+00 +1.4501e-02
38 0 +2.202343465e-02 +1.000022023e+03 +1.000022023e+03 +3.2215e+00 +2.9808e-02
47 0 +1.568359502e-02 +1.000015684e+03 +1.000015684e+03 +3.2903e+00 +1.1696e-01
85 0 +3.077883765e-03 +1.000003078e+03 +1.000003078e+03 +3.4243e+00 +2.9409e-02
97 0 +2.137465276e-03 +1.000002137e+03 +1.000002137e+03 +3.3558e+00 -2.4134e-02
98 0 +1.858454556e-04 +1.000000186e+03 +1.000000186e+03 +3.3832e+00 +1.8638e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.390000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.703070137e+00 +3.313070137e+00 +3.313070137e+00 -2.1768e+00 +9.0442e-01
14 0 +3.793052885e+00 +1.403052885e+00 +1.403052885e+00 -1.9677e+00 +2.1213e+00
21 0 +2.177205580e-01 -2.172279442e+00 -2.172279442e+00 -2.4877e-04 +2.4122e+00
27 0 +2.733923818e-02 -2.362660762e+00 -2.362660762e+00 +6.0779e-02 +2.0859e+00
29 0 +2.624363159e-02 -2.363756368e+00 -2.363756368e+00 -1.6971e-01 +1.8679e+00
30 0 +2.427844194e-02 -2.365721558e+00 -2.365721558e+00 -6.8034e-02 +2.0970e+00
46 0 +1.469830928e-02 -2.375301691e+00 -2.375301691e+00 +9.3209e-02 +1.9438e+00
47 0 +6.589412502e-03 -2.383410587e+00 -2.383410587e+00 -1.8877e-02 +1.8657e+00
98 0 +1.856302602e-03 -2.388143697e+00 -2.388143697e+00 -7.0856e-02 +1.9508e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.360568196e+01 +1.093605682e+03 +1.093605682e+03 +6.6026e+00 -4.6345e+00
2 0 +6.792204164e+01 +1.067922042e+03 +1.067922042e+03 -9.6409e-01 +8.8134e+00
3 0 +3.805847291e+01 +1.038058473e+03 +1.038058473e+03 +3.7375e+00 -2.6041e+00
6 0 +1.686440294e+01 +1.016864403e+03 +1.016864403e+03 -2.1407e+00 -3.4703e+00
9 0 +4.375818664e+00 +1.004375819e+03 +1.004375819e+03 -3.5557e+00 +3.5668e-02
21 0 +5.444546584e-01 +1.000544455e+03 +1.000544455e+03 -1.1432e+00 +1.2146e+00
22 0 +2.487890011e-01 +1.000248789e+03 +1.000248789e+03 -1.2294e+00 +9.8290e-01
26 0 +2.056674733e-01 +1.000205667e+03 +1.000205667e+03 -1.8425e+00 +9.2919e-01
29 0 +1.829238108e-01 +1.000182924e+03 +1.000182924e+03 -1.7533e+00 +2.2177e-01
34 0 +7.256494870e-02 +1.000072565e+03 +1.000072565e+03 -1.3154e+00 +4.4210e-01
36 0 +6.454372789e-03 +1.000006454e+03 +1.000006454e+03 -1.4721e+00 +5.4779e-01
42 0 +2.023077130e-03 +1.000002023e+03 +1.000002023e+03 -1.5289e+00 +6.3579e-01
49 0 +7.223833364e-04 +1.000000722e+03 +1.000000722e+03 -1.5302e+00 +5.6668e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.304000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.221530565e+01 +2.917530565e+01 +2.917530565e+01 +3.7221e+00 +8.8901e+00
2 0 +1.729338547e+01 -5.746614531e+00 -5.746614531e+00 +7.0623e+00 +3.3256e+00
6 0 +1.641574791e+01 -6.624252094e+00 -6.624252094e+00 +1.5525e+00 +5.3620e+00
11 0 +3.319007871e+00 -1.972099213e+01 -1.972099213e+01 +4.3929e+00 +2.6680e-01
21 0 +8.791332129e-01 -2.216086679e+01 -2.216086679e+01 +2.7385e+00 +8.8979e-01
22 0 +1.133055552e-02 -2.302866944e+01 -2.302866944e+01 +3.1710e+00 +1.7582e+00
37 0 +8.860981122e-03 -2.303113902e+01 -2.303113902e+01 +3.1597e+00 +1.7235e+00
50 0 +3.011424574e-03 -2.303698858e+01 -2.303698858e+01 +3.1998e+00 +1.7136e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.084500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.034284514e+01 +1.887928451e+02 +1.887928451e+02 +9.2162e+00 +1.2865e+00
3 0 +1.121542565e+01 +1.196654257e+02 +1.196654257e+02 +5.0427e+00 -2.7718e+00
9 0 +5.078098623e+00 +1.135280986e+02 +1.135280986e+02 +3.7171e+00 -2.5583e+00
21 0 +9.661006206e-01 +1.094161006e+02 +1.094161006e+02 +2.2310e+00 -4.7700e+00
22 0 +5.897878319e-01 +1.090397878e+02 +1.090397878e+02 +2.3563e+00 -4.4518e+00
24 0 +4.456681983e-01 +1.088956682e+02 +1.088956682e+02 +2.1780e+00 -4.4486e+00
25 0 +3.930630899e-02 +1.084893063e+02 +1.084893063e+02 +1.7522e+00 -3.6977e+00
42 0 +2.856655898e-02 +1.084785666e+02 +1.084785666e+02 +1.9125e+00 -4.0189e+00
45 0 +2.410813338e-02 +1.084741081e+02 +1.084741081e+02 +1.7698e+00 -3.7389e+00
46 0 +2.321195968e-03 +1.084523212e+02 +1.084523212e+02 +1.9203e+00 -3.8427e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.606200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.671266135e+01 +2.873326613e+02 +2.873326613e+02 -4.5228e+00 +6.1553e+00
7 0 +1.423341678e-01 +2.607623342e+02 +2.607623342e+02 -1.9439e-01 +4.0775e+00
21 0 +1.780606268e-02 +2.606378061e+02 +2.606378061e+02 +1.8193e-01 +3.7348e+00
31 0 +1.530551776e-02 +2.606353055e+02 +2.606353055e+02 +1.6421e-01 +3.9413e+00
46 0 +5.144067522e-03 +2.606251441e+02 +2.606251441e+02 +1.3101e-01 +3.9006e+00
48 0 +4.666840641e-03 +2.606246668e+02 +2.606246668e+02 +1.6494e-01 +3.8327e+00
86 0 +1.833002172e-03 +2.606218330e+02 +2.606218330e+02 +1.1185e-01 +3.8777e+00
96 0 +5.960526948e-06 +2.606200060e+02 +2.606200060e+02 +9.9026e-02 +3.8366e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.553300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.826554150e+01 -2.870644585e+02 -2.870644585e+02 +1.5569e+00 +6.8676e+00
4 0 +1.415995178e+01 -3.411700482e+02 -3.411700482e+02 -4.5237e+00 -3.1845e+00
11 0 +1.233602913e+01 -3.429939709e+02 -3.429939709e+02 -3.0022e+00 +2.5036e+00
15 0 +6.748531886e+00 -3.485814681e+02 -3.485814681e+02 -7.7280e-01 +1.6989e+00
21 0 +1.529173546e+00 -3.538008265e+02 -3.538008265e+02 -5.3364e-01 -2.3378e-01
22 0 +3.586430803e-01 -3.549713569e+02 -3.549713569e+02 -1.1195e+00 -4.8624e-01
23 0 +7.048292244e-02 -3.552595171e+02 -3.552595171e+02 -1.9197e+00 -6.8366e-01
31 0 +6.002738869e-02 -3.552699726e+02 -3.552699726e+02 -1.7285e+00 -5.0692e-01
34 0 +5.747945375e-02 -3.552725205e+02 -3.552725205e+02 -1.5434e+00 -5.3334e-01
36 0 +4.783269316e-03 -3.553252167e+02 -3.553252167e+02 -1.6820e+00 -8.0823e-01
41 0 +1.049285582e-03 -3.553289507e+02 -3.553289507e+02 -1.6818e+00 -7.6705e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.257700000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.603376332e+02 +3.861076332e+02 +3.861076332e+02 +6.2639e+00 +8.0472e+00
2 0 +6.801786536e+00 +2.325717865e+02 +2.325717865e+02 +3.8810e+00 -2.3612e+00
8 0 +4.764746914e+00 +2.305347469e+02 +2.305347469e+02 -4.4227e-01 -3.2315e+00
21 0 +1.358457268e+00 +2.271284573e+02 +2.271284573e+02 +8.2502e-01 -4.5508e+00
22 0 +5.246529561e-02 +2.258224653e+02 +2.258224653e+02 +1.6403e+00 -3.5291e+00
27 0 +1.034916507e-02 +2.257803492e+02 +2.257803492e+02 +1.7214e+00 -3.6637e+00
39 0 +2.926725242e-03 +2.257729267e+02 +2.257729267e+02 +1.7077e+00 -3.7996e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.004400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.148649306e+01 +1.419264931e+02 +1.419264931e+02 -3.2040e+00 +2.0468e+00
4 0 +1.042385598e+01 +1.108638560e+02 +1.108638560e+02 -2.2410e+00 -1.3238e+00
21 0 +3.504402078e+00 +1.039444021e+02 +1.039444021e+02 -9.2635e-01 -4.8763e+00
22 0 +5.709391932e-01 +1.010109392e+02 +1.010109392e+02 +7.1214e-01 -2.8224e+00
27 0 +4.434168530e-01 +1.008834169e+02 +1.008834169e+02 +6.2721e-01 -3.9368e+00
28 0 +8.874321333e-02 +1.005287432e+02 +1.005287432e+02 +1.1492e-01 -3.6785e+00
29 0 +2.389705794e-02 +1.004638971e+02 +1.004638971e+02 +2.3457e-01 -3.5577e+00
40 0 +2.357100421e-05 +1.004400236e+02 +1.004400236e+02 +2.2407e-01 -3.4021e+00
